Id,Degree,Eccentricity,closnesscentrality,betweenesscentrality,modularity_class
65055,1,1,1,0,133
51111,1,1,1,0,133
67214,1,1,1,0,140
4411,16,0,0,0,140
53803,1,1,1,0,140
31471,1,1,1,0,140
51804,1,1,1,0,140
79827,1,1,1,0,140
2321,1,1,1,0,140
42155,1,1,1,0,140
46618,1,1,1,0,140
47284,2,2,0.75,0,140
50541,1,1,1,0,140
13033,2,1,1,1,140
494,1,1,1,0,140
12800,1,1,1,0,140
25802,1,1,1,0,140
45667,1,1,1,0,140
73314,1,1,1,0,140
30549,1,1,1,0,141
98825,3,0,0,0,141
14896,1,1,1,0,141
89480,1,1,1,0,141
14631,1,2,0.666667,0,1232
98176,13,1,1,12,1232
75086,1,2,0.666667,0,1232
56924,1,2,0.666667,0,1232
14205,1,2,0.666667,0,1232
49960,1,2,0.666667,0,1232
81592,1,2,0.666667,0,1232
57002,1,2,0.666667,0,1232
6328,1,2,0.666667,0,1232
88494,1,2,0.666667,0,1232
33325,1,2,0.666667,0,1232
7461,1,2,0.666667,0,1232
78552,1,2,0.666667,0,1232
53575,1,1,1,0,142
66168,16,0,0,0,142
38115,1,1,1,0,142
36283,1,1,1,0,142
49940,1,1,1,0,142
64543,1,1,1,0,142
68489,1,1,1,0,142
71420,1,1,1,0,142
30719,1,1,1,0,142
39583,1,1,1,0,142
41093,1,1,1,0,142
93513,2,1,1,0,142
32812,1,1,1,0,142
6977,1,1,1,0,142
71125,1,3,0.5,0,35
5914,20,2,0.666667,42,35
71584,1,3,0.5,0,35
71112,1,3,0.5,0,35
26992,1,3,0.5,0,35
87342,1,3,0.5,0,35
91150,1,3,0.5,0,35
55520,1,3,0.5,0,35
93894,1,3,0.5,0,35
57943,1,3,0.5,0,35
74020,1,3,0.5,0,35
94411,1,3,0.5,0,35
59146,2,3,0.5,6,35
6615,1,3,0.5,0,35
29728,1,3,0.5,0,35
5547,1,3,0.5,0,35
21844,1,3,0.5,0,35
66633,1,3,0.5,0,35
25159,1,3,0.5,0,35
60252,1,3,0.5,0,35
37272,1,1,1,0,143
25226,14,0,0,0,143
71441,1,1,1,0,143
96451,1,1,1,0,143
61956,1,1,1,0,143
25846,2,1,1,1,143
47978,1,1,1,0,143
57580,1,1,1,0,143
76743,1,1,1,0,143
45860,1,1,1,0,143
96336,1,1,1,0,143
73420,1,1,1,0,143
87811,1,1,1,0,143
6530,1,1,1,0,143
61981,1,1,1,0,143
57635,1,1,1,0,184
19263,26,0,0,0,184
87084,1,1,1,0,184
32751,1,1,1,0,184
95609,1,1,1,0,184
38217,2,1,1,1,184
72809,1,1,1,0,184
25035,1,1,1,0,184
1368,1,1,1,0,184
37249,1,1,1,0,184
61463,1,1,1,0,184
83846,1,1,1,0,184
96741,1,1,1,0,184
49691,1,1,1,0,184
70384,1,1,1,0,184
28608,2,1,1,0,184
45875,1,1,1,0,184
95329,1,1,1,0,184
14037,1,1,1,0,184
70035,1,1,1,0,184
28501,1,1,1,0,184
64062,1,1,1,0,184
54130,1,1,1,0,184
25899,1,1,1,0,184
80983,1,1,1,0,184
62984,1,1,1,0,520
63042,19,0,0,0,520
56101,1,1,1,0,520
76127,1,1,1,0,520
32915,1,1,1,0,520
30738,1,1,1,0,520
11570,1,1,1,0,520
45316,1,1,1,0,520
71387,1,1,1,0,520
77677,1,1,1,0,520
10563,1,1,1,0,520
69606,2,1,1,1,31
85695,1,1,1,0,520
58187,1,1,1,0,520
63401,1,1,1,0,520
91500,1,1,1,0,520
77500,1,1,1,0,520
67230,1,1,1,0,520
89837,1,1,1,0,144
25873,15,0,0,0,144
32633,1,1,1,0,144
43844,1,1,1,0,144
82724,1,1,1,0,144
77268,1,1,1,0,144
3683,1,1,1,0,144
44826,1,1,1,0,144
64616,1,1,1,0,144
26669,1,1,1,0,144
74638,2,1,1,1,144
28612,1,1,1,0,144
11968,1,1,1,0,144
28998,1,1,1,0,144
46533,1,1,1,0,144
14319,1,1,1,0,144
3195,1,1,1,0,14
89889,9,0,0,0,14
26976,1,1,1,0,14
52200,1,1,1,0,14
50500,1,1,1,0,14
39445,1,1,1,0,14
47244,1,1,1,0,14
73151,1,1,1,0,14
43875,1,1,1,0,14
68500,1,1,1,0,89
96957,12,0,0,0,89
74287,1,1,1,0,89
31118,1,1,1,0,89
74294,1,1,1,0,89
27324,1,1,1,0,89
14521,1,1,1,0,89
89872,3,1,1,4,89
18349,1,1,1,0,89
11217,1,1,1,0,89
73254,1,1,1,0,89
44704,1,1,1,0,89
87983,1,1,1,0,184
27591,20,0,0,0,184
40923,1,1,1,0,184
96718,1,1,1,0,184
83162,2,1,1,6,184
55400,1,1,1,0,184
37943,1,1,1,0,184
41245,1,1,1,0,184
26207,2,1,1,1,184
89247,1,1,1,0,184
10735,1,1,1,0,184
96159,1,1,1,0,184
96173,1,1,1,0,184
66250,1,1,1,0,184
15455,1,1,1,0,184
5557,1,1,1,0,184
6468,1,1,1,0,184
53485,1,1,1,0,184
72553,1,1,1,0,184
58457,1,1,1,0,184
50367,2,1,1,0,145
32462,9,0,0,0,145
20737,1,1,1,0,145
69826,1,1,1,0,145
23107,1,1,1,0,145
43005,1,1,1,0,145
79126,1,1,1,0,145
76980,1,1,1,0,145
6100,1,1,1,0,145
28058,1,1,1,0,145
98120,1,1,1,0,146
9962,16,0,0,0,146
49746,1,1,1,0,146
1798,1,1,1,0,146
12831,1,1,1,0,146
14307,1,1,1,0,146
76936,1,1,1,0,146
6404,1,1,1,0,146
36935,1,1,1,0,146
56119,1,1,1,0,146
18580,1,1,1,0,146
40933,1,1,1,0,146
44924,1,1,1,0,146
86902,1,1,1,0,146
99230,1,1,1,0,146
82600,2,1,1,1,146
28279,1,1,1,0,146
39978,1,1,1,0,205
26878,18,0,0,0,205
39730,1,1,1,0,205
3597,1,1,1,0,205
90266,1,1,1,0,205
25889,3,5,0.46875,30,205
94222,1,1,1,0,205
85578,1,1,1,0,205
49421,1,1,1,0,205
99071,1,1,1,0,205
51557,1,1,1,0,205
7552,1,1,1,0,205
92383,1,1,1,0,205
72543,1,1,1,0,205
45641,1,1,1,0,205
24360,1,1,1,0,205
80311,1,1,1,0,205
31731,1,1,1,0,205
23428,1,1,1,0,205
55837,1,3,0.5,0,414
63653,15,2,0.666667,42,414
90631,1,3,0.5,0,414
5993,1,3,0.5,0,414
58690,3,21,0.108974,204,414
72412,1,3,0.5,0,414
98192,1,3,0.5,0,414
63426,1,3,0.5,0,414
31396,1,3,0.5,0,414
78286,1,3,0.5,0,414
55213,1,3,0.5,0,414
8843,1,3,0.5,0,414
16680,1,3,0.5,0,414
57748,1,3,0.5,0,414
28445,1,1,1,0,205
27493,24,0,0,0,205
96152,1,1,1,0,205
38308,1,1,1,0,205
35753,1,1,1,0,205
67001,1,1,1,0,205
56438,1,1,1,0,205
37408,1,1,1,0,205
38437,2,1,1,0,205
70126,1,1,1,0,205
94816,1,1,1,0,205
49536,1,1,1,0,205
96699,1,1,1,0,205
46904,1,1,1,0,205
38870,2,1,1,2,205
31125,1,1,1,0,205
25788,3,1,1,0,205
59285,1,1,1,0,205
60939,2,2,0.75,0,205
80365,1,1,1,0,205
1829,1,1,1,0,205
59447,1,1,1,0,205
47522,1,1,1,0,205
24453,1,1,1,0,205
35251,1,2,0.666667,0,94
87964,21,1,1,37,94
53842,1,2,0.666667,0,94
60256,1,2,0.666667,0,94
11933,1,2,0.666667,0,94
88350,1,2,0.666667,0,94
41737,1,2,0.666667,0,94
19805,1,2,0.666667,0,94
74945,1,2,0.666667,0,94
22642,1,2,0.666667,0,94
81196,1,2,0.666667,0,94
47453,1,2,0.666667,0,94
68691,1,2,0.666667,0,94
93131,1,2,0.666667,0,94
44596,1,2,0.666667,0,94
15598,1,2,0.666667,0,94
22526,1,2,0.666667,0,94
29417,1,2,0.666667,0,94
26940,1,2,0.666667,0,94
38089,1,2,0.666667,0,94
14326,1,1,1,0,147
88330,17,0,0,0,147
89856,1,1,1,0,147
60624,1,1,1,0,147
57976,1,1,1,0,147
75036,1,1,1,0,147
47318,1,1,1,0,147
63332,1,1,1,0,147
57106,1,1,1,0,147
4427,1,1,1,0,147
40000,1,1,1,0,147
28424,1,1,1,0,147
16779,1,1,1,0,147
91955,2,1,1,2,147
47216,1,1,1,0,147
41470,1,1,1,0,147
7588,1,1,1,0,147
41012,2,1,1,1,147
97783,3,4,0.469388,46,148
4023,1,0,0,0,148
84689,1,1,1,0,149
83853,1,0,0,0,149
17871,1,1,1,0,150
38130,1,0,0,0,150
38674,1,1,1,0,151
68743,1,0,0,0,151
20034,1,1,1,0,152
28191,1,0,0,0,152
96809,1,1,1,0,153
57445,1,0,0,0,153
66119,2,1,1,2,154
51514,1,0,0,0,154
66068,1,1,1,0,155
63020,1,0,0,0,155
55381,1,1,1,0,156
67024,1,0,0,0,156
66175,1,3,0.5,0,6
66398,2,2,0.666667,2,6
85581,3,2,0.75,30,157
43137,2,1,1,11,157
40304,2,1,1,0,158
15124,1,0,0,0,158
48079,1,1,1,0,159
75704,1,0,0,0,159
29644,1,1,1,0,520
56525,2,0,0,0,520
75084,1,1,1,0,745
83061,2,0,0,0,745
7060,1,1,1,0,160
48201,1,0,0,0,160
32824,1,0,0,0,205
8928,2,22,0.179688,0,157
75523,2,7,0.369048,31,157
11501,1,1,1,0,161
1552,1,0,0,0,161
75768,1,1,1,0,162
76404,1,0,0,0,162
40057,1,2,0.666667,0,670
98812,2,1,1,1,670
57518,1,1,1,0,163
55473,1,0,0,0,163
78355,1,1,1,0,164
15944,1,0,0,0,164
42836,1,1,1,0,165
72914,1,0,0,0,165
97040,1,1,1,0,166
41105,1,0,0,0,166
54070,1,1,1,0,167
63390,1,0,0,0,167
22224,1,1,1,0,168
16865,1,0,0,0,168
81073,1,1,1,0,169
80378,1,0,0,0,169
48320,2,1,1,4,17
53052,2,0,0,0,17
67846,1,1,1,0,170
47939,1,0,0,0,170
38488,1,1,1,0,171
71314,1,0,0,0,171
97639,1,1,1,0,172
93735,1,0,0,0,172
93262,1,1,1,0,173
18143,1,0,0,0,173
45962,1,1,1,0,174
34911,1,0,0,0,174
26656,1,1,1,0,175
33640,1,0,0,0,175
95153,1,0,0,0,520
99845,1,1,1,0,176
56936,1,0,0,0,176
8162,1,1,1,0,177
46078,1,0,0,0,177
74947,1,1,1,0,178
63897,1,0,0,0,178
28031,2,21,0.094828,0,28
94947,1,0,0,0,28
39556,1,1,1,0,179
29909,1,0,0,0,179
84746,4,3,0.5,15,107
92379,1,1,1,0,180
86695,1,0,0,0,180
79750,1,1,1,0,181
26338,1,0,0,0,181
87500,1,1,1,0,182
65482,1,0,0,0,182
77158,1,1,1,0,183
5812,1,0,0,0,183
62794,2,2,0.75,0,311
37111,1,0,0,0,311
23902,1,4,0.337079,0,184
77288,1,1,1,0,185
65315,1,0,0,0,185
88754,3,1,1,6,184
8865,1,0,0,0,184
70102,1,1,1,0,186
23086,1,0,0,0,186
34851,1,2,0.666667,0,157
33371,2,1,1,1,157
23483,1,1,1,0,187
30157,1,0,0,0,187
30548,1,1,1,0,157
73638,1,1,1,0,188
6366,1,0,0,0,188
18144,1,1,1,0,189
80702,1,0,0,0,189
85636,1,1,1,0,190
27105,1,0,0,0,190
16452,1,2,0.666667,0,7
51282,3,1,1,2,7
9211,1,1,1,0,138
78097,2,0,0,0,138
56634,1,1,1,0,191
6396,1,0,0,0,191
25658,1,1,1,0,192
64887,1,0,0,0,192
97131,1,1,1,0,193
11951,1,0,0,0,193
97442,1,1,1,0,194
98637,1,0,0,0,194
43801,1,1,1,0,195
56125,1,0,0,0,195
25999,1,1,1,0,196
55704,1,0,0,0,196
36022,2,1,1,0,148
46738,1,0,0,0,148
61027,1,1,1,0,157
70258,2,1,1,2,138
60628,1,0,0,0,138
6007,1,1,1,0,197
22293,1,0,0,0,197
42411,1,1,1,0,198
88801,1,0,0,0,198
5046,1,1,1,0,199
61607,1,0,0,0,199
56203,1,3,0.363636,0,200
10830,2,2,0.52381,11,200
47924,1,2,0.666667,0,580
81715,2,1,1,1,580
49077,1,1,1,0,201
39785,1,0,0,0,201
97409,1,1,1,0,202
89343,1,0,0,0,202
45358,1,1,1,0,203
19526,1,0,0,0,203
93563,1,1,1,0,204
54552,1,0,0,0,204
81590,2,1,1,1,205
27583,1,0,0,0,205
81317,1,1,1,0,206
9496,1,0,0,0,206
38240,1,1,1,0,11
51683,1,1,1,0,207
88653,1,0,0,0,207
43419,2,1,1,1,553
64601,1,0,0,0,553
87778,1,2,0.666667,0,208
15209,2,1,1,1,208
88433,1,2,0.666667,0,62
91421,1,1,1,0,209
50300,1,0,0,0,209
5316,1,1,1,0,210
70173,1,0,0,0,210
13559,1,1,1,0,211
17542,1,0,0,0,211
6717,1,1,1,0,212
48768,1,0,0,0,212
50993,1,1,1,0,213
4656,1,0,0,0,213
10430,1,1,1,0,214
37315,1,0,0,0,214
24590,1,1,1,0,215
23779,1,0,0,0,215
77174,1,1,1,0,216
30,1,0,0,0,216
60156,1,1,1,0,217
87724,1,0,0,0,217
21112,1,1,1,0,218
31094,1,0,0,0,218
42353,1,1,1,0,219
34504,1,0,0,0,219
3759,1,1,1,0,220
68825,1,0,0,0,220
65997,2,1,1,0,74
49485,1,0,0,0,74
39485,1,1,1,0,221
13808,1,0,0,0,221
6250,2,0,0,0,72
44932,1,1,1,0,222
1198,1,0,0,0,222
78164,2,1,1,1,223
97674,1,0,0,0,223
480,2,1,1,1,184
69880,1,0,0,0,184
88793,1,1,1,0,224
53217,1,0,0,0,224
77614,2,1,1,1,27
14921,1,1,1,0,225
15253,1,0,0,0,225
13255,1,1,1,0,226
87709,1,0,0,0,226
76226,1,1,1,0,227
7249,1,0,0,0,227
69952,1,1,1,0,228
21374,1,0,0,0,228
61379,1,4,0.375,0,229
7802,2,3,0.5,5,229
17444,1,1,1,0,230
3454,1,0,0,0,230
29365,1,1,1,0,231
34000,1,0,0,0,231
37116,2,3,0.555556,0,27
93108,2,2,0.666667,2,27
37853,1,1,1,0,232
69114,1,0,0,0,232
34028,3,2,0.75,3,328
35964,1,0,0,0,328
34357,1,1,1,0,233
50778,1,0,0,0,233
74425,2,11,0.210843,0,596
81860,1,0,0,0,596
65111,1,2,0.666667,0,414
72808,2,1,1,1,414
55602,2,1,1,2,6
57613,2,0,0,0,6
69440,1,4,0.4,0,105
36961,3,3,0.5,90,105
22232,1,5,0.325581,0,17
38538,2,4,0.465517,27,17
26858,1,1,1,0,234
19905,1,0,0,0,234
89677,1,1,1,0,235
94244,1,0,0,0,235
96239,1,1,1,0,236
57944,1,0,0,0,236
62104,1,1,1,0,237
34059,1,0,0,0,237
33866,1,1,1,0,238
74582,1,0,0,0,238
16608,1,1,1,0,239
25328,1,0,0,0,239
2361,1,1,1,0,240
71422,1,0,0,0,240
13569,1,1,1,0,241
5299,1,0,0,0,241
62894,1,5,0.333333,0,157
81121,2,4,0.483871,30,157
34633,1,1,1,0,242
19523,1,0,0,0,242
89877,2,2,0.75,0,184
47528,1,0,0,0,184
12397,1,1,1,0,243
24631,1,0,0,0,243
75909,1,1,1,0,244
21036,1,0,0,0,244
2844,1,1,1,0,245
14531,1,0,0,0,245
37246,1,1,1,0,246
16555,1,0,0,0,246
14442,3,1,1,5,520
57060,1,0,0,0,520
90163,1,1,1,0,247
80765,1,0,0,0,247
1299,1,1,1,0,248
66280,1,0,0,0,248
13349,1,1,1,0,249
48973,1,0,0,0,249
41228,1,1,1,0,250
62657,1,0,0,0,250
70697,2,1,1,1,251
8781,1,0,0,0,251
75940,1,1,1,0,252
36548,1,0,0,0,252
94916,1,1,1,0,253
31991,1,0,0,0,253
59126,2,1,1,0,16
18019,1,0,0,0,16
27667,1,1,1,0,254
70533,1,0,0,0,254
23935,2,15,0.125,45,105
4975,1,6,0.255102,0,148
44580,2,5,0.328767,24,148
48870,1,1,1,0,255
42437,1,0,0,0,255
58426,1,1,1,0,256
84248,1,0,0,0,256
86854,1,1,1,0,257
74566,1,0,0,0,257
34322,1,1,1,0,258
6372,1,0,0,0,258
30692,1,1,1,0,259
46886,1,0,0,0,259
33168,1,1,1,0,260
7166,1,0,0,0,260
89563,1,1,1,0,261
89980,1,0,0,0,261
16041,1,4,0.4,0,89
7258,2,3,0.5,3,89
73090,1,0,0,0,75
82827,1,2,0.666667,0,262
75738,2,1,1,1,262
96042,1,1,1,0,263
56048,1,0,0,0,263
3114,1,1,1,0,11
68362,1,1,1,0,264
94836,1,0,0,0,264
63340,2,2,0.75,0,496
99052,1,0,0,0,496
57790,1,1,1,0,265
74613,1,0,0,0,265
60079,1,1,1,0,266
27521,1,0,0,0,266
81820,1,3,0.5,0,662
83396,3,2,0.666667,4,662
46367,1,1,1,0,267
3395,1,0,0,0,267
38495,2,1,1,0,11
18537,1,0,0,0,11
70137,1,1,1,0,205
90537,3,0,0,0,205
26533,2,1,1,0,16
49459,1,0,0,0,16
72000,1,1,1,0,268
28694,1,0,0,0,268
84948,2,2,0.666667,4,269
39953,2,1,1,3,269
35523,1,1,1,0,270
14563,1,0,0,0,270
1329,1,1,1,0,271
16226,1,0,0,0,271
16650,1,1,1,0,18
43566,2,0,0,0,18
44737,2,1,1,3,435
34772,1,0,0,0,435
87637,1,1,1,0,272
87142,1,0,0,0,272
83118,1,1,1,0,273
11586,1,0,0,0,273
68170,1,4,0.416667,0,1197
96445,3,3,0.571429,4,1197
58331,3,1,1,2,25
70901,1,0,0,0,25
13524,1,1,1,0,274
2734,1,0,0,0,274
9881,1,0,0,0,87
26230,1,0,0,0,25
35398,1,1,1,0,275
74527,1,0,0,0,275
14798,1,1,1,0,276
75622,2,0,0,0,276
39557,1,1,1,0,277
92766,1,0,0,0,277
66764,1,1,1,0,278
10891,1,0,0,0,278
36942,2,1,1,1,279
53851,1,0,0,0,279
98856,2,2,0.75,0,74
88550,2,0,0,0,74
67722,1,1,1,0,280
87812,1,0,0,0,280
42717,1,1,1,0,281
68673,1,0,0,0,281
16038,2,2,0.555556,0,42
44880,1,0,0,0,42
54212,1,1,1,0,282
61840,1,0,0,0,282
8679,1,1,1,0,283
66622,1,0,0,0,283
82231,1,1,1,0,284
77054,1,0,0,0,284
59979,2,2,0.75,0,251
3815,1,0,0,0,251
37465,1,1,1,0,285
37981,1,0,0,0,285
93838,1,1,1,0,286
86894,1,0,0,0,286
85122,1,3,0.5,0,597
69735,2,2,0.666667,2,597
26479,1,1,1,0,287
44802,1,0,0,0,287
48561,1,1,1,0,447
16510,2,0,0,0,447
19209,1,1,1,0,288
48767,1,0,0,0,288
71171,1,1,1,0,289
87955,1,0,0,0,289
61885,2,1,1,1,54
95343,1,1,1,0,290
64809,1,0,0,0,290
44181,2,1,1,1,54
23517,1,0,0,0,54
50618,1,1,1,0,291
72584,1,0,0,0,291
45625,1,1,1,0,292
83283,1,0,0,0,292
67748,1,1,1,0,293
53964,1,0,0,0,293
97681,1,1,1,0,294
90215,1,0,0,0,294
64760,2,1,1,0,527
28353,1,0,0,0,527
83533,1,1,1,0,295
3353,1,0,0,0,295
41494,1,1,1,0,296
18124,1,0,0,0,296
89513,1,1,1,0,297
19966,1,0,0,0,297
89628,2,0,0,0,57
61548,1,1,1,0,298
74392,1,0,0,0,298
28882,1,3,0.5,0,328
40374,3,2,0.8,0,443
65519,1,0,0,0,443
56672,1,2,0.666667,0,299
72016,2,1,1,1,299
12440,1,1,1,0,300
38670,1,0,0,0,300
93175,1,1,1,0,301
88352,1,0,0,0,301
62501,1,1,1,0,302
15327,1,0,0,0,302
63316,1,19,0.123348,0,29
11454,2,1,1,0,755
57605,1,0,0,0,755
95114,1,1,1,0,303
69558,1,0,0,0,303
16167,1,1,1,0,304
94695,1,0,0,0,304
60059,2,3,0.571429,0,127
43807,1,0,0,0,127
23890,1,1,1,0,305
43021,1,0,0,0,305
10714,1,0,0,0,698
95555,1,1,1,0,306
94099,1,0,0,0,306
17091,3,2,0.75,15,1391
54780,1,0,0,0,1391
52921,1,1,1,0,307
61547,1,0,0,0,307
34664,2,2,0.666667,2,123
46372,1,1,1,0,308
21020,1,0,0,0,308
95886,1,1,1,0,309
27319,1,0,0,0,309
9930,2,1,1,0,327
80769,1,0,0,0,327
96377,1,1,1,0,310
63837,1,0,0,0,310
12185,2,1,1,1,311
63009,1,0,0,0,311
70586,1,1,1,0,312
15018,1,0,0,0,312
50693,1,1,1,0,520
59986,2,0,0,0,520
62648,1,1,1,0,313
68730,1,0,0,0,313
68134,1,1,1,0,314
6251,1,0,0,0,314
51311,1,1,1,0,315
38848,1,0,0,0,315
20113,1,1,1,0,316
30045,1,0,0,0,316
26421,1,1,1,0,317
18982,1,0,0,0,317
76072,2,1,1,0,503
56817,1,0,0,0,503
53767,1,1,1,0,318
14436,1,0,0,0,318
24504,1,3,0.357143,0,137
57429,3,2,0.518519,28,137
27646,1,1,1,0,319
21204,1,0,0,0,319
69602,2,1,1,2,25
36569,1,0,0,0,25
85905,1,1,1,0,320
29163,1,0,0,0,320
94435,1,1,1,0,321
86031,1,0,0,0,321
80273,2,1,1,26,52
84237,1,0,0,0,52
89786,2,4,0.480769,0,205
8665,1,0,0,0,205
23071,3,1,1,0,11
49474,1,0,0,0,11
97214,1,1,1,0,322
86571,1,0,0,0,322
60388,1,1,1,0,323
26924,1,0,0,0,323
61967,1,1,1,0,324
87542,1,0,0,0,324
27010,1,1,1,0,325
10925,1,0,0,0,325
57617,1,8,0.236842,0,31
95174,1,2,0.6,0,101
21148,4,1,1,4,101
2473,1,1,1,0,326
65966,1,0,0,0,326
88020,2,3,0.512821,0,6
27802,2,0,0,0,6
88815,1,1,1,0,137
441,3,0,0,0,137
28305,1,0,0,0,327
9451,1,1,1,0,345
54032,2,0,0,0,345
19945,2,1,1,2,328
20318,1,0,0,0,328
78681,1,1,1,0,329
35407,1,0,0,0,329
43157,1,1,1,0,330
9775,1,0,0,0,330
71970,1,2,0.666667,0,372
43933,2,1,1,1,372
8926,1,2,0.666667,0,331
41799,2,1,1,1,331
80603,1,1,1,0,332
85472,1,0,0,0,332
52933,2,4,0.490196,0,435
114,1,0,0,0,435
57045,1,1,1,0,333
91276,1,0,0,0,333
244,1,4,0.4,0,269
27729,2,3,0.5,3,269
89795,2,1,1,0,520
67118,2,0,0,0,520
3020,1,1,1,0,334
85596,1,0,0,0,334
93922,1,1,1,0,335
94320,1,0,0,0,335
89146,1,1,1,0,336
48001,1,0,0,0,336
36420,1,1,1,0,337
59956,1,0,0,0,337
78259,1,1,1,0,762
59294,2,0,0,0,762
26283,1,1,1,0,338
33844,1,0,0,0,338
5469,1,2,0.666667,0,339
52447,2,1,1,1,339
81625,1,1,1,0,340
95058,1,0,0,0,340
46329,1,1,1,0,396
83676,2,0,0,0,396
7533,1,3,0.5,0,628
6466,3,2,0.75,3,628
82568,1,1,1,0,18
55479,3,0,0,0,18
99768,2,1,1,1,74
98935,1,0,0,0,74
73126,1,1,1,0,341
60890,1,0,0,0,341
64805,2,1,1,2,72
10219,1,1,1,0,127
35351,2,0,0,0,127
78546,1,4,0.340909,0,745
69950,2,3,0.5,29,745
23175,1,1,1,0,342
34131,1,0,0,0,342
92322,1,1,1,0,343
33188,1,0,0,0,343
53441,1,1,1,0,344
69098,1,0,0,0,344
21963,1,2,0.666667,0,345
54531,2,1,1,1,345
16426,1,1,1,0,346
16578,1,0,0,0,346
61013,1,1,1,0,347
77394,1,0,0,0,347
51903,1,1,1,0,348
56942,1,0,0,0,348
26065,1,1,1,0,349
8950,1,0,0,0,349
26121,2,1,1,0,74
8454,2,0,0,0,74
47747,2,1,1,2,16
25309,1,0,0,0,16
80547,1,3,0.5,0,1386
82042,3,2,0.666667,4,1386
87972,2,1,1,32,74
82184,1,0,0,0,74
23721,2,1,1,2,718
93196,1,0,0,0,718
71911,1,1,1,0,350
47335,1,0,0,0,350
74626,1,1,1,0,351
21706,1,0,0,0,351
54238,2,1,1,2,74
8710,1,0,0,0,74
18413,1,1,1,0,352
2827,1,0,0,0,352
30551,1,1,1,0,353
99992,1,0,0,0,353
73845,1,1,1,0,354
77016,2,0,0,0,354
60305,1,1,1,0,355
47365,1,0,0,0,355
89020,1,1,1,0,356
50325,1,0,0,0,356
7346,2,2,0.75,0,740
62791,2,0,0,0,740
36817,1,2,0.666667,0,357
28689,2,1,1,1,357
12541,1,1,1,0,358
91724,1,0,0,0,358
94376,1,2,0.666667,0,530
1058,2,1,1,1,530
55002,1,1,1,0,359
2837,1,0,0,0,359
49991,1,2,0.666667,0,27
25042,3,1,1,2,27
84760,1,1,1,0,360
37134,1,0,0,0,360
2614,1,1,1,0,361
32062,1,0,0,0,361
64147,2,1,1,0,205
22635,1,0,0,0,205
26156,1,1,1,0,362
23029,1,0,0,0,362
9253,1,1,1,0,363
57665,1,0,0,0,363
31272,1,1,1,0,364
49498,1,0,0,0,364
93826,1,1,1,0,365
78113,1,0,0,0,365
49507,1,1,1,0,366
83415,1,0,0,0,366
39177,2,1,1,0,133
96101,1,0,0,0,133
15671,4,3,0.548387,0,184
4304,1,0,0,0,184
36168,2,2,0.666667,2,41
55106,1,2,0.666667,0,410
53160,2,1,1,1,410
12791,1,1,1,0,367
22811,1,0,0,0,367
4339,2,0,0,0,148
98172,1,8,0.222222,0,69
85912,1,5,0.327869,0,6
45438,2,4,0.463415,19,6
87827,1,1,1,0,368
10754,1,0,0,0,368
87360,1,1,1,0,369
74282,1,0,0,0,369
98911,2,1,1,1,138
54438,1,0,0,0,138
91762,1,1,1,0,370
23907,1,0,0,0,370
40936,2,5,0.423729,0,111
70649,1,0,0,0,111
29866,1,1,1,0,371
10536,1,0,0,0,371
84493,2,2,0.6,0,17
19052,1,0,0,0,17
2791,1,0,0,0,372
16481,1,1,1,0,373
72354,1,0,0,0,373
46183,1,1,1,0,374
60274,1,0,0,0,374
58440,1,1,1,0,375
96102,1,0,0,0,375
14569,1,1,1,0,376
43138,1,0,0,0,376
39585,5,2,0.75,15,184
41652,3,0,0,0,184
55698,1,1,1,0,74
50726,2,0,0,0,74
41009,1,1,1,0,377
63259,1,0,0,0,377
34413,2,1,1,2,14
60889,1,0,0,0,14
45578,1,1,1,0,378
18361,1,0,0,0,378
94965,1,2,0.666667,0,111
83223,1,1,1,0,379
16440,1,0,0,0,379
42124,1,1,1,0,380
54687,1,0,0,0,380
81750,1,1,1,0,705
83126,2,0,0,0,705
36556,1,1,1,0,381
40712,1,0,0,0,381
63102,1,1,1,0,382
17257,1,0,0,0,382
79275,2,1,1,1,383
64888,1,0,0,0,383
39986,3,2,0.75,3,384
24026,1,0,0,0,384
12823,1,2,0.666667,0,126
23355,3,1,1,2,126
71759,1,1,1,0,385
1097,1,0,0,0,385
65985,2,5,0.333333,10,22
42246,1,1,1,0,386
21966,1,0,0,0,386
53525,1,1,1,0,387
27821,1,0,0,0,387
7530,1,1,1,0,388
91787,1,0,0,0,388
68582,2,1,1,4,17
52182,1,0,0,0,17
67265,1,1,1,0,157
53741,2,0,0,0,157
14234,2,1,1,1,389
34224,1,0,0,0,389
81546,1,1,1,0,390
86555,1,0,0,0,390
91001,1,1,1,0,596
98272,1,1,1,0,391
85818,1,0,0,0,391
86415,1,2,0.666667,0,184
48904,1,1,1,0,392
14919,1,0,0,0,392
34952,1,1,1,0,593
76714,2,0,0,0,593
95913,1,1,1,0,393
70987,1,0,0,0,393
6531,2,1,1,0,205
78632,1,0,0,0,205
90259,1,1,1,0,394
44153,1,0,0,0,394
41937,2,1,1,0,157
52710,2,0,0,0,157
94579,2,1,1,2,465
17062,1,0,0,0,465
17848,1,1,1,0,395
43182,1,0,0,0,395
98661,1,2,0.666667,0,396
73594,2,1,1,1,396
86898,1,1,1,0,397
67874,1,0,0,0,397
60924,1,1,1,0,398
31283,1,0,0,0,398
73755,1,1,1,0,399
